onset_s,event_time_s,duration_s,end_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,session_mode,source,lsl_ts_mono,local_ts,event_id,event_index,label
1198.2439865670167,1198.2439865670167,0.4372332920320332,1198.6812198590487,index_open,n/a,,,2,1,0,0,,keyboard,3026277.881656333,1771284057.435458,136,136,index_open
1200.7886460260488,1200.7886460260488,0.5639937911182642,1201.352639817167,index_open,n/a,,,2,1,0,0,,keyboard,3026280.553076291,1771284060.1067789,137,137,index_open
1203.2108064843342,1203.2108064843342,0.5525660826824605,1203.7633725670166,index_open,n/a,,,2,1,0,0,,keyboard,3026282.963809041,1771284062.5174232,138,138,index_open
1205.6061781090684,1205.6061781090684,0.63623012509197,1206.2424082341604,index_open,n/a,,,2,1,0,0,,keyboard,3026285.442844708,1771284064.9963672,139,139,index_open
1208.2472725673579,1208.2472725673579,0.5601315419189632,1208.8074041092768,index_open,n/a,,,2,1,0,0,,keyboard,3026288.007840583,1771284067.5612679,140,140,index_open
1210.6712254420854,1210.6712254420854,0.6430035000666976,1211.314228942152,index_open,n/a,,,2,1,0,0,,keyboard,3026290.514665416,1771284070.067999,141,141,index_open
1213.315960359294,1213.315960359294,0.5039309998974204,1213.8198913591914,index_open,n/a,,,2,1,0,0,,keyboard,3026293.020327833,1771284072.573575,142,142,index_open
1216.1592792761512,1216.1592792761512,0.46878370782360435,1216.6280629839748,index_open,n/a,,,2,1,0,0,,keyboard,3026295.828499458,1771284075.381641,143,143,index_open
1218.6677905670367,1218.6677905670367,0.45245179207995534,1219.1202423591167,index_open,n/a,,,2,1,0,0,,keyboard,3026298.320678833,1771284077.873724,144,144,index_open
1220.9441891512834,1220.9441891512834,0.5833008331246674,1221.527489984408,index_open,n/a,,,2,1,0,0,,keyboard,3026300.727926458,1771284080.2808828,145,145,index_open
1223.6271775672212,1223.6271775672212,0.4757207087241113,1224.1028982759453,index_open,n/a,,,2,1,0,0,,keyboard,3026303.30333475,1771284082.856197,146,146,index_open
